gpu_id,timestamp,temperature_c,power_draw_w,fan_speed_rpm,memory_errors,compute_utilization,memory_bandwidth,job_type,job_duration_hrs,gpu_age_days,data_center_temp_c,error_code,failure_label,time_to_failure_days
GPU_0956,2025-07-23 05:56:56,66.14890707835359,281.2123202316366,3121,1,10.363430748404179,619.8875299122768,training,8.304703538848912,1645,28.636073338573414,NONE,1,2.8014921552406404
GPU_0277,2025-07-06 03:54:26,69.40698801528245,257.3007971304226,3898,1,2.917759209935744,152.5098851720026,training,2.5432259063934044,548,24.20654850898062,NONE,0,13.27725467833108
GPU_0161,2025-07-27 12:11:37,56.97815330197115,289.2755262758287,1442,2,55.31685437809737,454.43280507961305,inference,3.6628741699716305,1312,29.67303360669742,NONE,0,30.0
GPU_0460,2025-07-21 16:16:36,68.73497361727006,279.9721831899162,2556,2,31.615234618530806,638.7044329184673,training,10.281939803748323,1519,28.705172066692942,NONE,0,12.7080568398654
GPU_0314,2025-07-13 08:29:24,55.43754217133325,267.964343139019,2436,0,90.59859332209182,576.1798884702674,inference,6.877399193081386,568,31.569404731569147,NONE,0,1.260385846001154
GPU_0022,2025-07-07 19:47:05,63.74707484361545,253.23260270496073,3676,0,59.2561193605878,404.71739044456217,training,6.540693875724301,1227,24.584522679023166,NONE,0,26.27459176677857
GPU_0253,2025-07-18 05:22:41,58.97580899339167,295.2236994264328,2299,1,30.04491210734632,614.7306738591581,inference,7.019791172326292,972,28.321592751079493,NONE,0,1.026712662328294
GPU_0748,2025-07-22 14:47:04,72.46173638079044,308.5298295740065,2436,3,31.390875469301015,568.5525545363805,training,1.0007043145341004,294,23.857846127476485,NONE,0,10.079525811992355
GPU_0857,2025-07-06 01:20:20,66.16773099994599,256.82835004494495,2640,0,12.907661853672314,565.8075343558228,training,1.5044801558367082,1262,20.0,NONE,0,3.707222801299302
GPU_0561,2025-07-10 20:06:25,63.898320741682205,280.30742832093046,2340,1,43.76365749673147,196.6697240347513,inference,31.76856528695913,1136,25.842897945025403,NONE,0,9.20407007293276
GPU_0475,2025-07-01 04:41:44,58.74750239885115,296.86291060187136,3855,2,6.843032722430243,543.9620736307496,inference,18.860665144347827,1017,26.24708410469451,ECC_ERROR,0,7.343867673150909
GPU_0059,2025-07-15 12:39:22,61.71158691623461,330.34635134590167,2627,3,44.0652716840324,482.20017974217893,training,26.094421284386552,145,25.06592586245427,ECC_ERROR,0,9.814857933168996
GPU_0511,2025-07-04 00:18:06,83.29060812326051,321.60617269899143,3438,4,12.051083761510927,549.176356641493,inference,15.987001066538731,311,27.706974703457412,ECC_ERROR,0,1.8091855222158832
GPU_0682,2025-07-05 07:44:45,59.98915879277454,301.4928422939583,2582,1,67.71741330770726,558.2586013879467,inference,7.3688930190752755,1361,27.727136449331624,NONE,0,11.734851709414675
GPU_0476,2025-07-11 21:58:48,69.79406917596484,229.29387787699608,2993,1,65.10860183413499,411.848009534207,training,8.629063004120725,1808,20.148693912922198,NONE,0,2.667607477103613
GPU_0700,2025-07-23 10:12:36,63.87353683112311,184.356284059109,2851,1,83.8340758417899,667.6948203150677,training,3.6412095078305367,20,27.259925138532136,NONE,0,19.071124516220564
GPU_0976,2025-07-28 19:05:34,69.50825314574038,277.96485446962237,1501,2,92.24076657384435,102.74640408965809,training,17.932528243633172,444,30.440958043947955,NONE,0,9.338981997168688
GPU_0783,2025-07-11 16:41:28,73.36975872693239,277.5863509059752,2057,1,65.39006435273677,489.6480928263874,training,1.5519664933258872,537,28.24789781606209,NONE,0,3.407200816158669
GPU_0190,2025-07-08 23:07:34,61.46021506678923,230.15289050083894,2007,5,15.428520047976303,474.32887465417,inference,6.201823859296961,291,29.218521344283534,DRIVER_CRASH,0,1.7011153830935908
GPU_0958,2025-07-25 02:11:41,72.09773426445123,183.2875977458357,3873,0,50.827426864505966,435.2978895327374,training,5.593546573376208,1458,30.301623052209408,NONE,0,0.9601783199473011
GPU_0687,2025-07-16 18:50:29,92.5663947700584,332.7896756377216,4030,3,94.11846719722769,289.30198317700444,training,6.072493162059076,1333,22.37969259207187,NONE,0,3.172083700808317
GPU_0958,2025-07-16 08:59:52,70.67539994191705,271.27969592229533,2605,3,19.927544874285232,487.6121231632201,inference,6.052471973167086,699,28.077048572605477,NONE,0,6.446878735048347
GPU_0563,2025-07-30 15:23:54,81.13581464599795,189.58769766541042,3358,2,38.93365405473245,479.9032124458258,inference,16.802296763758637,315,23.053581328688672,NONE,0,6.254509937057502
GPU_0876,2025-07-13 19:44:37,69.81046000106613,243.6510253295933,2442,4,74.80547386465894,416.6319356461877,inference,2.54809561691635,217,26.44945009941093,NONE,0,8.50160919859073
GPU_0567,2025-07-23 02:55:25,55.68038377802494,182.81575777345947,3228,6,76.32829089005291,369.4181246785183,training,36.015392715787534,91,24.385619802223104,NONE,0,0.1773525366936635
GPU_0244,2025-07-10 11:19:16,67.75693997252984,284.0892117274923,2716,2,94.93979531480781,587.0283950228347,inference,7.214632449758338,33,22.257233508670318,NONE,0,8.363831488281168
GPU_0832,2025-07-08 02:57:59,61.69616203790069,342.50407412881805,2588,2,24.716750175064874,496.40699690417296,inference,12.427690887908003,1176,31.157234022111624,NONE,0,8.992018222427037
GPU_0505,2025-07-25 00:08:40,59.04059302682426,240.69884887917488,3481,2,85.83001854174036,593.9059222967608,inference,10.128347045302306,368,28.002510417533777,NONE,0,1.7058254751921254
GPU_0131,2025-07-19 03:08:46,64.27414789597714,245.37571265428576,3257,3,5.250800910963327,498.44270498116157,training,17.67211043684352,711,27.452462917405065,NONE,0,14.287700471387206
GPU_0485,2025-07-25 20:41:41,63.45249921271248,236.18565819472516,2400,3,14.579762107698569,398.50402252502465,inference,0.36175076260948985,580,28.922719719364117,DRIVER_CRASH,0,30.0
GPU_0819,2025-07-28 10:07:48,54.40075094207139,238.78017398017505,4372,2,94.30388550118212,480.2990038297493,inference,0.3924942901667805,155,25.26089893431996,NONE,0,8.68874706294265
GPU_0647,2025-07-26 05:18:34,92.08461584719792,211.20373393965386,4475,2,88.0753556569484,425.24344834263763,training,13.352875862569409,161,21.80636071076608,NONE,0,3.2394887529885135
GPU_0021,2025-07-23 14:47:34,73.07870914472197,319.10214299996187,3094,0,6.093581440737516,307.06823466296817,inference,6.841845463119254,665,28.4124717179157,NONE,0,2.255424958209744
GPU_0841,2025-07-20 14:12:19,67.44390245842115,259.7514000849374,3485,1,6.762824308777615,572.6728726244436,inference,34.98322307538885,1691,21.987467623985047,NONE,0,4.093302191777511
GPU_0167,2025-07-15 17:56:44,65.89880111250973,253.16914544420058,4865,2,35.19196492204897,513.4413537467351,training,6.364914525435463,1251,26.555258965063697,NONE,0,0.2510059136391898
GPU_0274,2025-07-18 13:05:41,77.02348619621895,238.6973222273289,3482,4,39.997929330872196,677.0816238266898,inference,2.2487408464604464,1016,24.549095764110714,NONE,0,1.2024608438437645
GPU_0388,2025-07-18 00:59:19,85.75570362309493,186.355177305987,1914,2,46.78298238811447,451.8503214940217,training,20.13050815579441,730,27.087589393184228,ECC_ERROR,0,6.701185263003298
GPU_0601,2025-07-15 15:11:02,71.85085372012574,296.91910801012824,3034,1,54.84946131149401,344.9770572028433,inference,6.42340235325838,1360,25.6491502051773,NONE,0,0.42432041879638027
GPU_0316,2025-07-04 12:12:59,66.2119270478432,321.14793415949123,2723,2,13.063052922303765,411.9021410451597,inference,0.5153813773324207,506,25.483606838839503,NONE,0,4.1513519789860345
GPU_0014,2025-07-05 12:36:58,79.72644071977616,156.92660805188183,2645,2,98.64148500103181,651.667391744187,inference,14.04732567546202,1203,28.09437527871122,NONE,1,7.931971358802485
GPU_0242,2025-07-16 18:38:32,66.4235924293586,285.47235984661995,3354,1,95.78401638924038,272.0725390808959,inference,4.743239731302673,851,24.153150219353236,NONE,0,10.558418939137514
GPU_0777,2025-07-07 17:01:52,69.35314809625102,293.1225376068865,2615,2,40.88465563412472,311.9179566904262,inference,19.26033105504282,1395,24.679977565705506,NONE,0,30.0
GPU_0346,2025-07-27 13:00:19,75.01010920031837,314.21025928995834,3667,1,48.77309692484138,823.4021973608349,training,1.1792819856459067,13,23.0206519356883,NONE,0,2.5558416695100465
GPU_0565,2025-07-20 06:41:27,61.1352086212574,310.2732610995263,2499,1,36.3148328573927,338.8517888745079,training,0.6165108963192275,1364,20.0,NONE,0,6.836098330685364
GPU_0898,2025-07-04 17:41:46,44.241656025941026,381.79013259953683,2121,1,65.06800576710555,615.735736363408,training,12.399429963412842,1279,25.605875363866108,ECC_ERROR,0,7.152831698951589
GPU_0340,2025-07-30 00:58:25,60.64919774669981,270.01303115415254,4014,1,69.93054218436367,529.6948223521409,training,4.417533106295857,1631,28.839363913877282,NONE,0,6.670922958719855
GPU_0092,2025-07-25 11:03:15,72.73000929379386,299.6339094888949,2782,2,53.53873642880508,391.80035437915393,training,13.03939990986947,1790,26.79689436056642,NONE,0,30.0
GPU_0367,2025-07-13 14:30:38,72.02550897718179,250.6216123805281,3637,2,92.43010618853906,505.65894348964275,inference,16.304405410804183,1302,32.13401490849362,NONE,0,6.305817073743322
GPU_0956,2025-07-16 19:38:52,78.42670109412602,209.85825785029726,2246,3,34.668836140575685,328.5950086202595,training,5.19989820294395,1764,27.52348117991298,NONE,0,4.159081139301797
GPU_0455,2025-07-08 22:30:13,61.031689661304874,285.41367208179656,2853,3,26.005834969959672,469.1415032318778,inference,5.020196622229001,1702,26.343385734345915,NONE,0,1.1275764321051727
GPU_0428,2025-07-15 04:50:58,80.80925242946763,299.68970004548993,3521,4,65.56735209053448,489.4538120029776,training,13.4301647424003,1095,28.75280168766214,NONE,0,16.09142558983412
GPU_0509,2025-07-21 11:29:27,66.8506783045196,267.0892485961368,2380,2,16.258070622805075,657.4739717192244,training,10.216106360817708,1746,27.279391522904067,NONE,0,5.047439937477575
GPU_0776,2025-07-19 00:20:56,71.04413162563681,166.98773836396333,3368,2,57.72330243585751,484.20702460031015,training,4.3494599772097216,708,26.940086367474443,NONE,0,18.745284768269368
GPU_0943,2025-07-25 11:18:53,74.03612758294305,177.55217393411755,3955,2,32.328505960618145,552.7316189310671,training,0.06356422212406425,1392,27.19555906055997,NONE,0,6.844468980640832
GPU_0035,2025-07-11 05:32:51,51.183343731063026,288.364749939979,3285,2,13.731450448571769,588.8166656797675,training,2.311148052261067,863,33.899345778588355,NONE,0,8.291666317047302
GPU_0206,2025-07-03 09:58:53,54.951028073730754,231.71314408792915,2569,2,31.6463224400092,178.71331040261106,training,9.081718701649642,1363,28.437862400103853,NONE,0,2.3423731528466263
GPU_0081,2025-07-13 22:32:59,54.61909482932754,267.80466464605945,2504,0,20.25414460649817,456.5934762821176,training,4.163047134941042,1298,27.705966749656707,NONE,0,30.0
GPU_0932,2025-07-11 11:34:17,75.72217184848819,274.13456090073197,2393,5,62.949269388798044,525.3211654771565,training,4.787623908608436,1247,32.23569859436972,NONE,0,5.990629131732094
GPU_0562,2025-07-14 05:28:29,61.945433882607716,244.27915301362415,2296,1,5.171404678399039,622.9307207322245,training,16.855970775916873,664,28.215723508634944,NONE,0,3.747357772715778
GPU_0872,2025-07-07 13:03:52,85.27581973324718,237.19578747779744,3663,5,81.8336105421435,502.43105770034583,training,3.7933403148875673,267,25.52141612076671,NONE,0,2.3680577343148985
GPU_0388,2025-07-24 19:21:59,65.03375974892259,243.4866519441535,2254,4,58.42426109976908,313.26954061033797,training,20.19094639939672,1594,24.006443360176704,NONE,0,9.734190496414532
GPU_0002,2025-07-25 15:23:39,50.28626151918499,279.57451212045174,2765,4,85.70712818292554,719.7379003296494,inference,21.78143912159402,202,24.574515512598445,NONE,1,30.0
GPU_0390,2025-07-24 08:11:06,58.27582489294816,273.99989751667374,3141,0,16.027278837781534,551.0733083861278,training,1.4290828277209122,1356,29.20259837314207,NONE,0,26.809123582003988
GPU_0566,2025-07-13 18:05:43,66.17376363219327,210.0512701361411,2702,2,47.22272129830101,440.36378831083294,training,11.763441494690301,1474,30.831410369663345,NONE,0,3.2802624952014185
GPU_0106,2025-07-15 20:40:30,70.15189864193479,249.25819877351745,2451,2,66.7941746694934,521.9872663291028,inference,13.902494886920511,652,28.777007009276844,DRIVER_CRASH,0,30.0
GPU_0772,2025-07-01 13:53:20,55.15162271917626,196.96465570006902,3955,3,14.582787964451827,176.55892341937567,training,4.8651482523010445,340,26.196583726247262,NONE,0,10.196750215231084
GPU_0822,2025-07-20 13:52:49,70.68480771806271,275.7177875456806,2509,5,1.394692818335086,310.4495432088941,inference,34.76692137356259,451,27.86739126546703,NONE,0,5.913575886055698
GPU_0477,2025-07-15 00:45:18,73.35542757045957,226.72288918362082,3142,1,94.30133995395119,504.1638935578634,training,20.085408927148496,1014,25.65429594376604,NONE,0,4.588079056796149
GPU_0703,2025-07-08 23:13:28,58.59052400444669,285.9886064324636,2585,1,78.07504875903847,499.84392995934945,training,5.020612131544462,925,27.771848312896577,NONE,0,30.0
GPU_0402,2025-07-30 07:04:02,84.69157212059147,237.978540698651,2539,2,78.2207818285916,457.5678700510631,inference,12.640555330196017,1343,26.04117729841211,NONE,0,10.190405848163929
GPU_0730,2025-07-21 22:57:33,59.67340976649443,307.2003012815484,1936,1,92.05221367345807,592.8789926016811,training,45.5596939836158,562,28.701117647406033,NONE,0,6.051346328613243
GPU_0556,2025-07-05 11:21:53,55.00121925784457,316.65298914403104,3012,5,57.81217966530168,480.4565019615874,training,27.14645851485404,1647,25.76842661114849,NONE,0,1.6705239200230988
GPU_0162,2025-07-28 10:12:35,49.70777485273459,272.21006700917144,1963,0,64.15587973986294,629.8912279264525,training,2.7413494686576017,1436,26.600580873531843,NONE,0,9.640849686511448
GPU_0202,2025-07-27 04:38:05,77.20640698692162,231.63783602958085,3231,3,20.898176280157543,536.3979382491513,training,32.541000894684785,614,28.55419395627964,NONE,1,9.271493100384724
GPU_0958,2025-07-04 03:01:13,65.22882877345903,203.13514038033023,2764,1,47.03823742506754,617.7850575420035,inference,9.597626575884671,540,27.931764051464807,NONE,0,2.96768198817999
GPU_0996,2025-07-03 03:08:32,60.2071401053561,298.0816045980189,2234,5,15.759229971221933,512.8058371203472,training,1.0038431966634065,1769,28.7843519656306,NONE,0,1.7553474749603941
GPU_0270,2025-07-05 20:25:07,50.25861564568173,246.69032937638312,2091,3,9.885021525381156,607.6120940746384,training,12.226086600878599,268,30.461934427989227,NONE,0,8.382710295188444
GPU_0863,2025-07-09 07:23:00,61.107490764330365,252.4075004512545,1159,2,25.532650751596197,583.8998723973982,training,45.323049363758926,668,24.284508123180906,NONE,0,5.010577463877974
GPU_0816,2025-07-05 15:31:21,88.81445387676112,230.57983529917206,3522,1,45.951359724049766,731.9290142137847,training,4.049357063983802,487,23.71945369592189,NONE,0,16.713839539119796
GPU_0271,2025-07-28 13:18:23,43.555124962388824,180.8603223705103,2957,3,63.82449766876608,797.5385773498704,training,0.5902127618999011,298,27.41771894619622,NONE,0,2.015924941834091
GPU_0456,2025-07-28 22:11:05,58.6834159896745,303.72415093037847,3125,3,50.432739369467484,580.7401186886267,training,4.006801674883527,1326,28.88417999846294,NONE,0,3.5341607752022797
GPU_0462,2025-07-10 22:12:19,82.92783970042211,245.76427546828998,3397,5,89.44549050218814,337.1260628627962,inference,3.3693301692092503,971,23.33898276672094,NONE,0,22.458443462073827
GPU_0727,2025-07-11 21:28:01,77.48973047069524,156.88751633767544,4264,5,32.684042942327395,649.570077670636,training,1.6213311086021154,891,26.410344758082207,NONE,0,16.117348200634588
GPU_0252,2025-07-04 19:45:45,59.293743317187186,243.09857010852218,2233,2,84.68121378519764,393.324325617589,training,9.88581016819257,794,28.305984752617213,NONE,0,0.12744395379613332
GPU_0702,2025-07-16 04:46:15,67.03595096935305,182.26530657780012,2503,1,43.57201041344831,626.1200938791259,inference,0.45043661700447407,560,26.984134877654874,NONE,0,0.3537697506951175
GPU_0296,2025-07-17 02:32:52,69.6293740469441,279.5189307946627,3421,2,13.802797328710547,497.64795296487875,training,2.449056262057246,124,24.97659564785434,NONE,0,0.10740243822459306
GPU_0725,2025-07-12 23:32:46,66.33838581807268,272.6501621726468,3588,1,86.58394425118404,541.0531888195459,training,52.462663372985226,242,23.452091587470957,NONE,0,10.998474815447207
GPU_0720,2025-07-03 16:53:33,82.84450209609176,325.4127319316749,3048,2,48.93079948380643,369.4032962409671,training,9.683374258580121,374,25.868786289003214,NONE,0,1.0715738052191628
GPU_0749,2025-07-16 07:45:33,68.39754205457953,176.1707824725816,1376,0,14.00296267067348,459.91912332662116,inference,1.2231010587613853,1695,26.603791264284414,NONE,0,26.400192397569832
GPU_0338,2025-07-28 22:53:15,76.35516290963038,321.86040696100093,1218,1,18.81586486253758,316.655733193778,inference,43.32453086278595,967,28.86961132801933,NONE,0,10.107119032269829
GPU_0879,2025-07-19 12:57:29,66.81598769095615,275.9667373750944,2937,1,7.218035580596805,388.95415468640635,inference,3.756089867547378,1435,24.089482936112958,NONE,0,11.299066862519924
GPU_0053,2025-07-20 11:00:35,44.67611187273535,181.65434145376724,3867,0,64.42223040452491,525.4569077515099,training,1.078432990213433,543,26.15318112700239,NONE,0,2.999973714007635
GPU_0792,2025-07-08 17:54:40,53.075872466435165,341.3508755716275,4149,2,36.31497497914462,568.818889710883,training,7.167674971693102,1469,21.804129388760547,NONE,0,0.604574704252191
GPU_0922,2025-07-01 03:26:44,55.15122150693975,243.77704149460283,1633,1,96.6418582537079,393.09405962157643,inference,55.094758900902015,1109,28.022284804871784,NONE,0,4.566727413365899
GPU_0217,2025-07-09 10:31:08,62.507141427239944,190.43826374394598,3372,1,53.843499133096074,461.2117198394528,training,51.61666208383694,657,28.22193006023998,NONE,0,4.012440973824075
GPU_0764,2025-07-16 11:28:14,85.78414239014391,301.9791537622301,3354,4,24.54481023456242,743.469446962217,training,6.373697505034207,1777,28.523419018768504,NONE,0,3.023936383459408
GPU_0188,2025-07-07 11:51:12,68.62411462875451,195.55467831848762,2575,3,58.890042329363425,498.2738832944805,training,5.241265797902414,1478,28.79371215734102,NONE,0,8.455755597038277
GPU_0380,2025-07-09 05:12:47,63.94211897935235,307.81105492455225,3112,2,97.67081758825356,522.6227107500956,inference,19.11136594912157,1057,32.818426614963755,NONE,0,4.580062915024041
GPU_0493,2025-07-15 17:59:25,77.38557996155647,240.4021766453328,2805,2,2.313162544930869,690.0099386715721,training,8.386430958352598,1041,23.309914611673815,NONE,0,21.055867052988184
GPU_0041,2025-07-08 01:44:08,50.48116324498252,232.53884746433917,2083,2,16.98378507150774,497.676296299979,training,13.2870536276045,1106,28.274627800546863,NONE,0,10.653959274846233
GPU_0157,2025-07-01 14:19:12,60.10304829851761,184.91794297313277,2501,1,92.81554794669812,523.9662209313284,training,5.856598722461656,976,25.885728436899566,NONE,0,9.496467618246168
GPU_0015,2025-07-04 19:10:24,58.62671346059959,197.82046641870824,4613,2,2.4557727624442194,465.3573166822231,inference,8.034594184986961,850,25.593857362051615,NONE,0,30.0
GPU_0813,2025-07-09 21:33:03,68.98041559468138,258.023263627081,3231,1,96.33479129352315,431.1541356831924,inference,5.7859952908838395,311,28.563922922517104,NONE,0,16.500173341811614
GPU_0065,2025-07-04 03:40:26,73.95836292353967,168.03996674179092,2030,3,62.782444939281575,679.2593092165823,inference,0.8900863896086607,1422,24.73568741644546,NONE,0,10.85654926315173
GPU_0857,2025-07-29 09:07:37,69.7148555202723,284.4612652210292,2100,2,23.167316829793084,722.7107656965047,training,6.768348795149109,1205,30.419247087273302,NONE,0,6.800453452167618
GPU_0839,2025-07-29 02:58:00,69.87316483218912,223.75930704936687,4245,4,8.96845671128238,613.0320519281637,training,5.563999022272757,160,24.506566656040526,NONE,0,8.293328800831056
GPU_0521,2025-07-10 14:12:20,61.38890880782054,230.18055105892537,2608,1,10.413321486979077,451.19354779991,inference,7.559091351118433,1472,28.509946789076267,ECC_ERROR,0,1.5643899728827126
GPU_0344,2025-07-21 02:40:39,68.20759858116139,279.1582435481737,2701,1,83.77522273946344,366.2299340886676,inference,2.7000656158239074,33,28.21677181112932,NONE,0,3.0362696367446618
GPU_0129,2025-07-07 12:36:55,56.6016212921961,239.79636642826182,3634,1,82.14301556440682,355.4846530409192,inference,17.92320362487046,773,29.64030761670054,NONE,0,19.171165557441434
GPU_0648,2025-07-26 01:22:18,71.741389350078,311.52881312062044,2727,3,83.38648800141416,100.0,inference,10.059809629654772,1140,28.724348379482773,NONE,0,10.096246046616354
GPU_0472,2025-07-28 16:38:58,59.99396995336679,147.48223797914252,2574,3,96.06449666529619,594.345181437405,training,14.522666988465694,532,26.006460001230696,NONE,0,4.784704330267159
GPU_0063,2025-07-17 18:11:03,53.78490439699626,290.0226134790205,3177,4,39.05925616629332,830.3815643284506,inference,5.502035171151726,836,31.550981205058275,NONE,0,7.970858889703151
GPU_0139,2025-07-22 18:34:55,65.37819435832085,251.204447062833,2433,3,91.58390839281681,465.26512970434663,inference,11.027784567580577,1562,28.44701230235079,NONE,0,2.2614045748995792
GPU_0499,2025-07-22 06:18:16,45.86883835655312,217.1059267645274,2625,2,16.150431829724653,520.1994891137771,inference,13.97424501973953,1256,26.915719632451243,NONE,0,1.7704155367240522
GPU_0593,2025-07-02 02:21:28,79.74370071996007,297.4495563281376,4274,1,93.91999528994724,572.9776277626409,training,7.64512568285615,967,27.793427092653722,NONE,0,4.597226700688023
GPU_0392,2025-07-23 04:47:23,72.97098996911699,279.3411885062055,2341,4,24.365136537167498,445.8186172857083,training,24.939665048333268,591,28.990207870582466,NONE,0,19.448623991375623
GPU_0675,2025-07-21 12:28:07,68.36969850247803,261.4169628642163,2800,1,40.8005866620206,642.2911114459866,training,0.44026306025333645,334,25.478142463084193,NONE,0,0.42933383104712614
GPU_0419,2025-07-14 00:48:02,48.763152546052495,237.3460139560159,4709,1,51.53557259851367,325.765865458609,training,30.867208912633597,1033,25.360869135329974,ECC_ERROR,0,18.659023562861286
GPU_0289,2025-07-28 22:59:54,57.99809816926585,214.72669966794763,1000,4,80.31812459001937,474.6955459637265,inference,23.04571407558614,124,24.98775701204997,NONE,0,10.405858920890047
GPU_0379,2025-07-21 13:10:03,65.40558434871852,196.05289694645143,4519,2,38.92841162055588,122.60072483590238,inference,17.43083098837915,956,30.011949404444696,NONE,0,8.496112363915648
